employee_id,first_name,last_name,full_name,mail_id,gender,dob,employment_type,department_id,join_date,location_id
NL-026,Utkarsh,Nair,Utkarsh Nair,utkarshnair@nineleaps.com,Female,1983-03-15,Full-Time,5,2019-05-14,2
NL-027,Om,Balan,Om Balan,ombalan@nineleaps.com,Female,1983-06-11,Full-Time,11,2015-04-22,2
NL-028,Forum,Ravel,Forum Ravel,forumravel@nineleaps.com,Male,1983-02-21,Full-Time,8,2022-11-29,1
NL-029,Isha,Mander,Isha Mander,ishamander@nineleaps.com,Male,1994-12-05,Full-Time,2,2022-12-25,1
NL-030,Turvi,Sampath,Turvi Sampath,turvisampath@nineleaps.com,Female,2003-07-21,Full-Time,5,2023-04-01,2
NL-031,Ijaya,Dugar,Ijaya Dugar,ijayadugar@nineleaps.com,Male,2002-05-29,Full-Time,1,2018-11-15,1
NLI-002,Arya,Borra,Arya Borra,aryaborra@nineleaps.com,Male,2002-12-02,Intern,5,2018-11-27,2
NL-032,Sathvik,Chaudhari,Sathvik Chaudhari,sathvikchaudhari@nineleaps.com,Male,1990-10-28,Full-Time,10,2020-11-07,2
NL-033,Jeremiah,More,Jeremiah More,jeremiahmore@nineleaps.com,Female,2003-04-08,Full-Time,11,2014-10-07,2
NL-034,Shaurya,Chaudhry,Shaurya Chaudhry,shauryachaudhry@nineleaps.com,Male,2002-02-27,Full-Time,5,2023-06-26,2
NLI-003,Mitesh,Viswanathan,Mitesh Viswanathan,miteshviswanathan@nineleaps.com,Female,2001-05-03,Intern,4,2020-06-12,2
NL-035,Gautam,Gulati,Gautam Gulati,gautamgulati@nineleaps.com,Male,1976-09-08,Full-Time,1,2021-11-02,1
NL-036,Pranit,Basu,Pranit Basu,pranitbasu@nineleaps.com,Female,1977-11-03,Full-Time,4,2022-12-28,2
NL-037,Neelima,Tella,Neelima Tella,neelimatella@nineleaps.com,Female,1981-09-22,Full-Time,12,2022-01-17,1
NL-038,Leela,Golla,Leela Golla,leelagolla@nineleaps.com,Male,1976-04-04,Full-Time,12,2024-03-03,1
NL-039,Faras,Doshi,Faras Doshi,farasdoshi@nineleaps.com,Female,1995-10-15,Full-Time,3,2018-06-16,2
NLI-004,Tanay,Walla,Tanay Walla,tanaywalla@nineleaps.com,Male,2000-02-03,Intern,8,2024-05-27,2
NL-040,Baljiwan,Singhal,Baljiwan Singhal,baljiwansinghal@nineleaps.com,Female,1981-12-07,Full-Time,11,2024-06-03,2
NL-041,Anvi,Deol,Anvi Deol,anvideol@nineleaps.com,Female,2001-07-20,Full-Time,5,2017-01-18,2
NL-042,Kiaan,Nigam,Kiaan Nigam,kiaannigam@nineleaps.com,Male,1975-05-31,Full-Time,3,2014-12-18,2
NL-043,Wyatt,Lad,Wyatt Lad,wyattlad@nineleaps.com,Female,2002-10-09,Full-Time,4,2017-10-03,2
NL-044,Dalbir,Bhat,Dalbir Bhat,dalbirbhat@nineleaps.com,Male,1981-07-11,Full-Time,6,2023-02-19,2
NL-045,Bhavya,Kakar,Bhavya Kakar,bhavyakakar@nineleaps.com,Male,1999-06-09,Full-Time,1,2020-03-05,1
NL-046,Sathvik,Bumb,Sathvik Bumb,sathvikbumb@nineleaps.com,Male,1982-02-25,Full-Time,6,2016-12-09,2
NL-047,Arya,Kala,Arya Kala,aryakala@nineleaps.com,Female,1986-02-23,Full-Time,9,2020-09-04,2
NLI-005,Aarna,Bora,Aarna Bora,aarnabora@nineleaps.com,Female,2004-10-09,Intern,9,2022-10-02,2
NL-048,Samarth,Krishna,Samarth Krishna,samarthkrishna@nineleaps.com,Female,1991-12-21,Full-Time,7,2023-07-22,2
NL-049,Veda,Sodhi,Veda Sodhi,vedasodhi@nineleaps.com,Male,1980-11-13,Full-Time,7,2014-12-06,2
NL-050,Avi,Kaul,Avi Kaul,avikaul@nineleaps.com,Female,1990-10-25,Full-Time,2,2024-01-25,2
NL-051,Bhavini,Kashyap,Bhavini Kashyap,bhavinikashyap@nineleaps.com,Female,1994-03-01,Full-Time,2,2015-12-13,2
NL-052,Utkarsh,Varma,Utkarsh Varma,utkarshvarma@nineleaps.com,Male,1977-12-21,Full-Time,6,2023-05-11,2
NL-053,Abdul,Batta,Abdul Batta,abdulbatta@nineleaps.com,Female,1990-03-23,Full-Time,11,2023-04-09,1
NLI-006,Gaurav,Samra,Gaurav Samra,gauravsamra@nineleaps.com,Male,2002-07-10,Intern,7,2023-09-04,2
NLI-007,Aarna,Parsa,Aarna Parsa,aarnaparsa@nineleaps.com,Male,2003-04-15,Intern,12,2022-02-21,1
NL-054,Ekavir,Ahluwalia,Ekavir Ahluwalia,ekavirahluwalia@nineleaps.com,Male,1988-04-23,Full-Time,7,2019-01-01,1
NL-055,Jeevika,Kohli,Jeevika Kohli,jeevikakohli@nineleaps.com,Male,1993-08-07,Full-Time,11,2016-06-14,2
NL-056,Siddharth,Gill,Siddharth Gill,siddharthgill@nineleaps.com,Male,1997-07-22,Full-Time,12,2024-11-26,2
NL-057,Pratyush,Prashad,Pratyush Prashad,pratyushprashad@nineleaps.com,Female,1996-11-04,Full-Time,5,2017-01-17,1
NLI-008,Triya,Nigam,Triya Nigam,triyanigam@nineleaps.com,Male,2004-07-26,Intern,2,2023-04-28,2
NLI-009,Fiyaz,Chauhan,Fiyaz Chauhan,fiyazchauhan@nineleaps.com,Female,2002-01-19,Intern,6,2022-07-01,2
NL-058,Baljiwan,Gokhale,Baljiwan Gokhale,baljiwangokhale@nineleaps.com,Female,1991-06-29,Full-Time,4,2015-09-18,2
NL-059,Adya,Lall,Adya Lall,adyalall@nineleaps.com,Male,1982-08-14,Full-Time,6,2024-12-03,1
NL-060,Frado,Dara,Frado Dara,fradodara@nineleaps.com,Male,1975-03-08,Full-Time,12,2018-06-29,1
NL-061,Gaurav,Bhat,Gaurav Bhat,gauravbhat@nineleaps.com,Female,1976-11-04,Full-Time,10,2014-02-02,2
NL-062,Lila,Chopra,Lila Chopra,lilachopra@nineleaps.com,Female,1985-03-01,Full-Time,8,2019-09-23,1
NL-063,Nakul,Dhawan,Nakul Dhawan,nakuldhawan@nineleaps.com,Male,2001-09-05,Full-Time,9,2022-11-05,2
NL-064,Jeremiah,Sani,Jeremiah Sani,jeremiahsani@nineleaps.com,Male,1998-01-12,Full-Time,6,2021-11-25,1
NL-065,Zashil,Nagi,Zashil Nagi,zashilnagi@nineleaps.com,Male,1989-03-16,Full-Time,12,2024-10-15,1
NL-066,Anusha,Kala,Anusha Kala,anushakala@nineleaps.com,Female,1996-07-31,Full-Time,6,2020-01-05,2
NL-067,Darsh,Balasubramanian,Darsh Balasubramanian,darshbalasubramanian@nineleaps.com,Female,1979-02-13,Full-Time,6,2015-04-20,2
NL-068,Dakshesh,Kamdar,Dakshesh Kamdar,daksheshkamdar@nineleaps.com,Male,2002-12-20,Full-Time,11,2016-02-03,1
NL-069,Shaurya,Pai,Shaurya Pai,shauryapai@nineleaps.com,Male,1993-06-14,Full-Time,9,2015-08-03,2
NLI-010,Yashoda,Chaudhry,Yashoda Chaudhry,yashodachaudhry@nineleaps.com,Male,2003-05-12,Intern,4,2019-05-29,1
NL-070,Zarna,Loke,Zarna Loke,zarnaloke@nineleaps.com,Male,1991-12-26,Full-Time,11,2018-06-18,1
NL-071,Neelima,Sekhon,Neelima Sekhon,neelimasekhon@nineleaps.com,Male,2003-05-11,Full-Time,7,2023-07-02,2
NL-072,Tanvi,Kumer,Tanvi Kumer,tanvikumer@nineleaps.com,Male,1978-03-30,Full-Time,4,2022-11-22,2
NL-073,Meera,Prabhu,Meera Prabhu,meeraprabhu@nineleaps.com,Female,1982-09-02,Full-Time,9,2020-04-25,1
NL-074,Tanay,Chauhan,Tanay Chauhan,tanaychauhan@nineleaps.com,Male,2002-11-26,Full-Time,3,2017-05-03,1
NL-075,Girik,Nath,Girik Nath,giriknath@nineleaps.com,Male,1994-11-21,Full-Time,10,2017-05-17,1
NL-076,Lipika,Kari,Lipika Kari,lipikakari@nineleaps.com,Female,2000-11-21,Full-Time,6,2024-03-22,2
NL-077,Dipta,Puri,Dipta Puri,diptapuri@nineleaps.com,Female,1985-04-21,Full-Time,6,2024-02-22,2
NL-078,Waida,Mohan,Waida Mohan,waidamohan@nineleaps.com,Male,1982-03-12,Full-Time,9,2018-04-04,2
NLI-011,Amruta,Dixit,Amruta Dixit,amrutadixit@nineleaps.com,Female,2004-02-20,Intern,8,2014-01-11,2
NL-079,Ayaan,Nagi,Ayaan Nagi,ayaannagi@nineleaps.com,Male,1992-09-08,Full-Time,12,2014-08-09,1
NLI-012,Mohammed,Kala,Mohammed Kala,mohammedkala@nineleaps.com,Female,2001-11-20,Intern,1,2018-06-22,1
NL-080,Vedhika,Chandran,Vedhika Chandran,vedhikachandran@nineleaps.com,Female,1994-01-31,Full-Time,10,2014-08-31,1
NL-081,Manbir,Garg,Manbir Garg,manbirgarg@nineleaps.com,Male,1996-03-24,Full-Time,11,2019-09-29,1
NL-082,Madhavi,Merchant,Madhavi Merchant,madhavimerchant@nineleaps.com,Male,1992-06-14,Full-Time,7,2014-12-26,2
NL-083,Wazir,Kar,Wazir Kar,wazirkar@nineleaps.com,Male,1986-07-24,Full-Time,2,2022-09-10,1
NL-084,Niharika,Dada,Niharika Dada,niharikadada@nineleaps.com,Female,1986-05-19,Full-Time,8,2022-03-24,1
NL-085,Urvi,Sankaran,Urvi Sankaran,urvisankaran@nineleaps.com,Male,1998-07-25,Full-Time,12,2023-07-09,2
NL-086,Idika,Sheth,Idika Sheth,idikasheth@nineleaps.com,Female,1999-01-30,Full-Time,2,2023-07-22,2
NL-087,Patrick,Mallick,Patrick Mallick,patrickmallick@nineleaps.com,Female,1995-03-07,Full-Time,11,2023-08-29,1
NL-088,Vasudha,Tank,Vasudha Tank,vasudhatank@nineleaps.com,Male,1992-05-30,Full-Time,8,2024-02-18,1
NL-089,Liam,Bhasin,Liam Bhasin,liambhasin@nineleaps.com,Male,1992-11-19,Full-Time,8,2020-02-05,2
NL-090,Charan,Prabhu,Charan Prabhu,charanprabhu@nineleaps.com,Male,2002-06-13,Full-Time,12,2016-11-10,1
NL-091,Gagan,Bhatti,Gagan Bhatti,gaganbhatti@nineleaps.com,Male,1976-11-21,Full-Time,3,2016-02-28,2
NL-092,Waida,Joshi,Waida Joshi,waidajoshi@nineleaps.com,Male,1987-07-08,Full-Time,1,2023-07-30,2
NL-093,Chandresh,Contractor,Chandresh Contractor,chandreshcontractor@nineleaps.com,Female,2002-12-09,Full-Time,9,2023-06-28,1
NLI-013,Xiti,Sheth,Xiti Sheth,xitisheth@nineleaps.com,Male,2004-06-02,Intern,10,2024-01-01,2
NL-094,Ishita,Sahota,Ishita Sahota,ishitasahota@nineleaps.com,Female,2000-01-10,Full-Time,3,2014-06-11,2
NL-095,Aarini,Acharya,Aarini Acharya,aariniacharya@nineleaps.com,Female,1996-03-18,Full-Time,11,2018-04-17,1
NL-096,Dev,Dash,Dev Dash,devdash@nineleaps.com,Male,1989-07-02,Full-Time,9,2017-10-10,2
NLI-014,Aarini,Karan,Aarini Karan,aarinikaran@nineleaps.com,Female,2000-04-12,Intern,1,2023-11-30,2
NLI-015,Madhav,Rau,Madhav Rau,madhavrau@nineleaps.com,Female,2003-02-01,Intern,4,2016-03-15,2
NL-097,Bishakha,Patla,Bishakha Patla,bishakhapatla@nineleaps.com,Male,1998-06-17,Full-Time,1,2023-10-18,2
NL-098,Jyoti,Sant,Jyoti Sant,jyotisant@nineleaps.com,Female,1983-06-27,Full-Time,5,2020-09-01,1
NLI-016,Baljiwan,Roy,Baljiwan Roy,baljiwanroy@nineleaps.com,Female,2001-10-12,Intern,3,2020-11-04,2
NL-099,Nikita,Chakrabarti,Nikita Chakrabarti,nikitachakrabarti@nineleaps.com,Female,1986-12-13,Full-Time,6,2024-10-01,2
NL-100,Dhruv,Apte,Dhruv Apte,dhruvapte@nineleaps.com,Female,1989-11-29,Full-Time,9,2014-09-06,2
NL-101,Raghav,Yadav,Raghav Yadav,raghavyadav@nineleaps.com,Male,1983-09-24,Full-Time,9,2023-12-13,2
NL-102,Jai,Bhatti,Jai Bhatti,jaibhatti@nineleaps.com,Male,1998-06-14,Full-Time,6,2019-04-19,2
NLI-017,Jason,Roy,Jason Roy,jasonroy@nineleaps.com,Female,2003-04-07,Intern,8,2016-04-16,2
NL-103,Megha,Murty,Megha Murty,meghamurty@nineleaps.com,Male,1997-01-15,Full-Time,6,2014-08-04,2
NL-104,Priya,Dani,Priya Dani,priyadani@nineleaps.com,Male,1978-12-13,Full-Time,3,2021-06-19,2
NL-105,Urvashi,Khurana,Urvashi Khurana,urvashikhurana@nineleaps.com,Female,1989-02-14,Full-Time,8,2018-03-31,1
NLI-018,Harshil,Comar,Harshil Comar,harshilcomar@nineleaps.com,Female,2001-11-10,Intern,8,2021-01-21,1
NL-106,Ucchal,Tripathi,Ucchal Tripathi,ucchaltripathi@nineleaps.com,Female,2000-12-06,Full-Time,9,2015-03-10,1
NL-107,Abhimanyu,Palan,Abhimanyu Palan,abhimanyupalan@nineleaps.com,Female,1976-08-09,Full-Time,4,2021-07-20,2
NL-108,Azad,Venkataraman,Azad Venkataraman,azadvenkataraman@nineleaps.com,Female,1993-03-05,Full-Time,4,2016-03-28,2
NL-109,Praneel,Borde,Praneel Borde,praneelborde@nineleaps.com,Female,1986-09-19,Full-Time,3,2022-11-23,2
NL-110,Kavya,Barad,Kavya Barad,kavyabarad@nineleaps.com,Male,1977-09-28,Full-Time,3,2015-08-27,1
NL-111,Sai,Bora,Sai Bora,saibora@nineleaps.com,Male,1998-06-12,Full-Time,7,2020-08-25,2
NL-112,Watika,Jha,Watika Jha,watikajha@nineleaps.com,Male,1982-11-20,Full-Time,3,2015-10-26,2
NL-113,Bhanumati,Bhagat,Bhanumati Bhagat,bhanumatibhagat@nineleaps.com,Female,1986-03-14,Full-Time,2,2024-08-19,2
NL-114,Owen,Chokshi,Owen Chokshi,owenchokshi@nineleaps.com,Female,1978-09-08,Full-Time,10,2021-03-18,2
NL-115,Balendra,Luthra,Balendra Luthra,balendraluthra@nineleaps.com,Male,1975-04-26,Full-Time,8,2017-08-29,2
NL-116,Aashi,Amble,Aashi Amble,aashiamble@nineleaps.com,Female,1981-09-05,Full-Time,8,2015-01-27,2
NLI-019,Noah,Panchal,Noah Panchal,noahpanchal@nineleaps.com,Female,2000-08-13,Intern,6,2024-03-24,2
NL-117,Chaitaly,Pant,Chaitaly Pant,chaitalypant@nineleaps.com,Female,1999-03-03,Full-Time,2,2022-10-23,1
NL-118,Ucchal,Goel,Ucchal Goel,ucchalgoel@nineleaps.com,Male,1995-02-28,Full-Time,10,2016-09-20,2
NL-119,Anita,Tak,Anita Tak,anitatak@nineleaps.com,Male,2001-08-14,Full-Time,3,2020-11-08,2
NLI-020,Avni,Saini,Avni Saini,avnisaini@nineleaps.com,Male,2002-07-03,Intern,4,2021-04-08,2
NL-120,Bhanumati,Padmanabhan,Bhanumati Padmanabhan,bhanumatipadmanabhan@nineleaps.com,Female,1990-06-07,Full-Time,1,2023-11-14,2
NL-121,Rajeshri,Sandhu,Rajeshri Sandhu,rajeshrisandhu@nineleaps.com,Male,1997-08-08,Full-Time,6,2019-10-22,1
NL-122,Balhaar,Aggarwal,Balhaar Aggarwal,balhaaraggarwal@nineleaps.com,Female,1994-02-03,Full-Time,8,2014-07-23,2
NLI-021,Tarak,Vaidya,Tarak Vaidya,tarakvaidya@nineleaps.com,Male,2001-07-15,Intern,6,2018-04-01,2
NL-123,Kala,Mangat,Kala Mangat,kalamangat@nineleaps.com,Male,1989-11-01,Full-Time,1,2023-04-20,1
NL-124,Henry,Sibal,Henry Sibal,henrysibal@nineleaps.com,Female,1999-07-27,Full-Time,2,2024-02-29,1
NL-125,Arjun,Bali,Arjun Bali,arjunbali@nineleaps.com,Female,1991-05-28,Full-Time,4,2017-07-09,2
NLI-022,Lakshit,Bhardwaj,Lakshit Bhardwaj,lakshitbhardwaj@nineleaps.com,Male,2004-11-04,Intern,7,2014-12-30,2
NL-126,Janani,Khatri,Janani Khatri,jananikhatri@nineleaps.com,Female,1992-12-03,Full-Time,3,2023-10-02,1
NL-127,Krishna,Bose,Krishna Bose,krishnabose@nineleaps.com,Male,2001-11-24,Full-Time,4,2021-12-12,2
NL-128,Parth,Bumb,Parth Bumb,parthbumb@nineleaps.com,Male,1977-08-21,Full-Time,2,2021-04-19,1
NL-129,Isha,Jaggi,Isha Jaggi,ishajaggi@nineleaps.com,Female,1998-01-20,Full-Time,6,2017-08-20,1
NL-130,Sai,Varma,Sai Varma,saivarma@nineleaps.com,Male,1978-08-20,Full-Time,3,2024-04-15,2
NLI-023,Samaksh,Misra,Samaksh Misra,samakshmisra@nineleaps.com,Female,2001-12-07,Intern,8,2014-06-28,1
NL-131,Indira,Arora,Indira Arora,indiraarora@nineleaps.com,Female,1976-05-08,Full-Time,9,2019-03-31,2
NL-132,Gaurang,Chadha,Gaurang Chadha,gaurangchadha@nineleaps.com,Male,1978-08-25,Full-Time,3,2024-06-30,1
NL-133,Kamya,Narayanan,Kamya Narayanan,kamyanarayanan@nineleaps.com,Male,1987-09-06,Full-Time,6,2022-10-01,2
NL-134,Chameli,Thaman,Chameli Thaman,chamelithaman@nineleaps.com,Male,1996-01-06,Full-Time,2,2019-09-22,2
NL-135,Aayush,Vaidya,Aayush Vaidya,aayushvaidya@nineleaps.com,Male,1987-10-08,Full-Time,8,2014-01-23,1
NL-136,Panini,Sant,Panini Sant,paninisant@nineleaps.com,Male,1999-06-19,Full-Time,6,2022-11-21,2
NL-137,Indali,Wali,Indali Wali,indaliwali@nineleaps.com,Male,1997-05-28,Full-Time,5,2017-02-25,1
NLI-024,Frado,Sen,Frado Sen,fradosen@nineleaps.com,Male,2002-06-11,Intern,8,2017-04-24,2
NL-138,Manbir,Varghese,Manbir Varghese,manbirvarghese@nineleaps.com,Female,1979-09-21,Full-Time,10,2017-04-02,1
NLI-025,Wriddhish,Nagar,Wriddhish Nagar,wriddhishnagar@nineleaps.com,Male,2000-12-07,Intern,12,2014-05-12,2
NL-139,Tristan,Jayaraman,Tristan Jayaraman,tristanjayaraman@nineleaps.com,Male,1987-03-27,Full-Time,3,2019-03-11,2
NL-140,Vasatika,Singh,Vasatika Singh,vasatikasingh@nineleaps.com,Male,2002-10-09,Full-Time,7,2017-02-21,1
NLI-026,Jeet,Chowdhury,Jeet Chowdhury,jeetchowdhury@nineleaps.com,Male,2001-08-27,Intern,6,2019-10-28,1
NL-141,Zehaan,Mann,Zehaan Mann,zehaanmann@nineleaps.com,Male,1998-09-16,Full-Time,9,2020-03-18,2
NL-142,Kashish,Kuruvilla,Kashish Kuruvilla,kashishkuruvilla@nineleaps.com,Female,2002-01-30,Full-Time,1,2015-11-09,2
NL-143,Maanav,Pillai,Maanav Pillai,maanavpillai@nineleaps.com,Female,2003-10-06,Full-Time,12,2015-10-02,2
NL-144,Yuvraj,Gala,Yuvraj Gala,yuvrajgala@nineleaps.com,Female,1981-06-07,Full-Time,10,2017-03-18,1
NLI-027,Upkaar,Patla,Upkaar Patla,upkaarpatla@nineleaps.com,Female,2003-10-07,Intern,4,2022-07-10,2
NL-145,Yash,Jaggi,Yash Jaggi,yashjaggi@nineleaps.com,Male,1976-11-21,Full-Time,12,2017-10-31,1
NL-146,Umang,Barman,Umang Barman,umangbarman@nineleaps.com,Female,1979-05-02,Full-Time,2,2015-12-24,2
NL-147,Indrajit,Mani,Indrajit Mani,indrajitmani@nineleaps.com,Female,1996-10-28,Full-Time,7,2022-09-02,1
NL-148,Hamsini,Johal,Hamsini Johal,hamsinijohal@nineleaps.com,Female,1982-07-19,Full-Time,2,2022-08-30,1
NL-149,Madhavi,Munshi,Madhavi Munshi,madhavimunshi@nineleaps.com,Female,1997-04-14,Full-Time,10,2016-01-01,2
NL-150,Leena,Chokshi,Leena Chokshi,leenachokshi@nineleaps.com,Male,1999-08-31,Full-Time,3,2021-10-12,1
NLI-028,Orinder,Bhattacharyya,Orinder Bhattacharyya,orinderbhattacharyya@nineleaps.com,Female,2001-05-11,Intern,2,2016-11-09,1
NLI-029,Samar,Virk,Samar Virk,samarvirk@nineleaps.com,Female,2000-12-17,Intern,5,2022-09-02,1
NL-151,Ridhi,Sahota,Ridhi Sahota,ridhisahota@nineleaps.com,Male,2003-07-27,Full-Time,5,2022-11-15,1
NL-152,Lopa,Gaba,Lopa Gaba,lopagaba@nineleaps.com,Female,1997-02-13,Full-Time,12,2024-01-02,2
NL-153,Ishanvi,Saraf,Ishanvi Saraf,ishanvisaraf@nineleaps.com,Male,1981-03-25,Full-Time,3,2019-10-04,1
NL-154,Warjas,Korpal,Warjas Korpal,warjaskorpal@nineleaps.com,Male,1994-08-29,Full-Time,4,2021-09-10,1
NL-155,Caleb,Hayer,Caleb Hayer,calebhayer@nineleaps.com,Male,2003-09-15,Full-Time,1,2019-01-18,1
NL-156,Indira,Sampath,Indira Sampath,indirasampath@nineleaps.com,Male,1992-02-28,Full-Time,3,2019-02-23,2
NL-157,Aadi,Chadha,Aadi Chadha,aadichadha@nineleaps.com,Female,1997-09-17,Full-Time,12,2021-08-17,2
NL-158,Balhaar,Narasimhan,Balhaar Narasimhan,balhaarnarasimhan@nineleaps.com,Male,1996-12-04,Full-Time,11,2015-06-16,1
NL-159,Gautami,Sinha,Gautami Sinha,gautamisinha@nineleaps.com,Male,2003-02-26,Full-Time,10,2023-04-22,2
NL-160,Ucchal,Sharaf,Ucchal Sharaf,ucchalsharaf@nineleaps.com,Male,1985-02-12,Full-Time,8,2016-05-14,1
NL-161,Rohan,Jhaveri,Rohan Jhaveri,rohanjhaveri@nineleaps.com,Male,1992-09-06,Full-Time,10,2015-11-07,1
NL-162,Chandran,Pillai,Chandran Pillai,chandranpillai@nineleaps.com,Female,1989-09-09,Full-Time,6,2015-07-21,2
NL-163,Eesha,Wadhwa,Eesha Wadhwa,eeshawadhwa@nineleaps.com,Male,1997-10-05,Full-Time,11,2016-05-29,1
NL-164,Liam,Sandal,Liam Sandal,liamsandal@nineleaps.com,Female,1989-12-02,Full-Time,3,2014-04-14,1
NL-165,Leena,Suri,Leena Suri,leenasuri@nineleaps.com,Female,1989-12-09,Full-Time,5,2021-12-03,1
NL-166,Barkha,Kale,Barkha Kale,barkhakale@nineleaps.com,Male,1993-11-29,Full-Time,1,2014-04-23,2
NLI-030,Wishi,Shroff,Wishi Shroff,wishishroff@nineleaps.com,Male,2000-03-19,Intern,11,2016-07-17,2
NL-167,Jyoti,Narayan,Jyoti Narayan,jyotinarayan@nineleaps.com,Female,1993-04-26,Full-Time,12,2016-07-19,1
NL-168,Gauri,Ramesh,Gauri Ramesh,gauriramesh@nineleaps.com,Male,1992-02-23,Full-Time,10,2022-06-10,1
NL-169,Ojas,Chand,Ojas Chand,ojaschand@nineleaps.com,Male,2002-04-27,Full-Time,12,2017-11-09,1
NL-170,Bakhshi,Pal,Bakhshi Pal,bakhshipal@nineleaps.com,Female,1991-09-01,Full-Time,3,2014-07-21,1
NL-171,Anusha,Sami,Anusha Sami,anushasami@nineleaps.com,Male,2002-10-05,Full-Time,10,2018-02-08,1
NL-172,Unnati,Borra,Unnati Borra,unnatiborra@nineleaps.com,Male,1996-09-11,Full-Time,9,2018-02-14,2
NL-173,Fariq,Kalla,Fariq Kalla,fariqkalla@nineleaps.com,Male,1976-06-15,Full-Time,2,2015-10-30,2
NL-174,Vansha,Mammen,Vansha Mammen,vanshamammen@nineleaps.com,Female,1979-10-13,Full-Time,1,2021-10-07,1
NL-175,Arunima,Gandhi,Arunima Gandhi,arunimagandhi@nineleaps.com,Male,1997-11-06,Full-Time,6,2024-12-04,2
NL-176,Nidhi,Natt,Nidhi Natt,nidhinatt@nineleaps.com,Female,1987-11-01,Full-Time,4,2020-06-30,2
NL-177,Unnati,Krishnan,Unnati Krishnan,unnatikrishnan@nineleaps.com,Male,1996-06-05,Full-Time,11,2022-09-30,1
NL-178,Joshua,Barad,Joshua Barad,joshuabarad@nineleaps.com,Male,1984-09-23,Full-Time,12,2017-02-17,1
NL-179,Zansi,Oza,Zansi Oza,zansioza@nineleaps.com,Male,1975-06-08,Full-Time,7,2018-06-08,1
