employee_id,first_name,last_name,full_name,mail_id,gender,dob,employment_type,department_id,join_date,location_id
NL-140,Lucky,Sampath,Lucky Sampath,luckysampath@nineleaps.com,Male,1975-10-04,Full-Time,6,2015-09-01,1
NL-141,Abeer,Uppal,Abeer Uppal,abeeruppal@nineleaps.com,Female,1977-10-27,Full-Time,6,2017-10-02,2
NL-142,Harish,Grewal,Harish Grewal,harishgrewal@nineleaps.com,Male,1991-08-05,Full-Time,10,2022-08-28,1
NL-143,Umang,Ghosh,Umang Ghosh,umangghosh@nineleaps.com,Female,1999-11-19,Full-Time,8,2015-03-25,1
NL-144,Chatura,Bath,Chatura Bath,chaturabath@nineleaps.com,Male,1989-08-12,Full-Time,6,2022-03-10,1
NL-145,Ubika,Contractor,Ubika Contractor,ubikacontractor@nineleaps.com,Female,1993-10-20,Full-Time,5,2018-03-12,1
NL-146,Eta,Om,Eta Om,etaom@nineleaps.com,Male,2003-11-24,Full-Time,7,2014-04-16,1
NLI-023,Ishaan,Som,Ishaan Som,ishaansom@nineleaps.com,Female,2004-06-22,Intern,8,2019-05-26,1
NL-147,Azaan,Muni,Azaan Muni,azaanmuni@nineleaps.com,Female,1987-02-09,Full-Time,3,2015-08-27,2
NL-148,Abhimanyu,Gopal,Abhimanyu Gopal,abhimanyugopal@nineleaps.com,Female,1999-09-27,Full-Time,2,2018-01-14,2
NL-149,Zaid,Balasubramanian,Zaid Balasubramanian,zaidbalasubramanian@nineleaps.com,Female,1987-12-18,Full-Time,9,2014-01-20,1
NL-150,Robert,Bedi,Robert Bedi,robertbedi@nineleaps.com,Female,1976-02-14,Full-Time,3,2023-09-14,2
NL-151,Megha,Sundaram,Megha Sundaram,meghasundaram@nineleaps.com,Male,1989-12-12,Full-Time,4,2014-11-20,1
NL-152,Vrishti,Chacko,Vrishti Chacko,vrishtichacko@nineleaps.com,Female,1982-08-14,Full-Time,6,2017-09-20,1
NL-153,Nisha,Sule,Nisha Sule,nishasule@nineleaps.com,Male,2003-04-01,Full-Time,11,2014-06-25,2
NL-154,Lipika,Chandran,Lipika Chandran,lipikachandran@nineleaps.com,Female,1977-07-09,Full-Time,5,2024-11-21,2
NL-155,Yasti,Naidu,Yasti Naidu,yastinaidu@nineleaps.com,Female,1991-07-10,Full-Time,5,2015-12-15,2
NLI-024,Saanvi,Chahal,Saanvi Chahal,saanvichahal@nineleaps.com,Male,2003-08-25,Intern,4,2015-06-22,2
NLI-025,Dominic,Wable,Dominic Wable,dominicwable@nineleaps.com,Male,2001-12-01,Intern,9,2020-08-26,1
NL-156,Girindra,Tella,Girindra Tella,girindratella@nineleaps.com,Male,1988-01-26,Full-Time,12,2024-02-28,2
NL-157,Widisha,Vala,Widisha Vala,widishavala@nineleaps.com,Female,1996-01-11,Full-Time,11,2020-09-27,2
NLI-026,Logan,Rattan,Logan Rattan,loganrattan@nineleaps.com,Male,2002-08-15,Intern,5,2019-09-18,2
NL-158,Panini,Hari,Panini Hari,paninihari@nineleaps.com,Female,1996-04-10,Full-Time,4,2024-04-12,2
NLI-027,Mugdha,Nazareth,Mugdha Nazareth,mugdhanazareth@nineleaps.com,Female,2000-04-08,Intern,7,2022-05-23,2
NL-159,Kashish,Chahal,Kashish Chahal,kashishchahal@nineleaps.com,Male,2001-11-29,Full-Time,12,2019-10-31,1
NL-160,Chanchal,Kapoor,Chanchal Kapoor,chanchalkapoor@nineleaps.com,Female,1984-08-17,Full-Time,5,2015-12-15,2
NLI-028,Faras,Gole,Faras Gole,farasgole@nineleaps.com,Female,2001-04-23,Intern,4,2021-02-19,1
NL-161,Balhaar,Pau,Balhaar Pau,balhaarpau@nineleaps.com,Female,1996-01-21,Full-Time,11,2015-10-14,2
NL-162,Aarnav,Mistry,Aarnav Mistry,aarnavmistry@nineleaps.com,Female,1991-07-17,Full-Time,12,2022-07-27,1
NL-163,Saanvi,Mohanty,Saanvi Mohanty,saanvimohanty@nineleaps.com,Male,1987-08-20,Full-Time,4,2023-02-07,2
NL-164,Anya,Palla,Anya Palla,anyapalla@nineleaps.com,Male,1999-09-11,Full-Time,7,2022-06-03,2
NLI-029,Xalak,Mitra,Xalak Mitra,xalakmitra@nineleaps.com,Female,2001-04-13,Intern,1,2015-11-04,1
NL-165,Ekta,Warrior,Ekta Warrior,ektawarrior@nineleaps.com,Male,1975-10-10,Full-Time,12,2022-10-06,1
NLI-030,Nathaniel,Arora,Nathaniel Arora,nathanielarora@nineleaps.com,Male,2004-02-28,Intern,6,2016-05-27,2
NL-166,Qasim,Boase,Qasim Boase,qasimboase@nineleaps.com,Female,1983-08-18,Full-Time,3,2021-05-17,2
NL-167,Yashvi,Lad,Yashvi Lad,yashvilad@nineleaps.com,Male,1981-10-29,Full-Time,1,2024-08-26,2
NL-168,Akshay,Murty,Akshay Murty,akshaymurty@nineleaps.com,Female,1983-03-15,Full-Time,12,2016-11-12,1
NL-169,Riya,Solanki,Riya Solanki,riyasolanki@nineleaps.com,Female,2000-01-31,Full-Time,8,2015-05-15,2
NL-170,Fariq,Dewan,Fariq Dewan,fariqdewan@nineleaps.com,Female,1984-06-05,Full-Time,8,2015-12-09,1
NLI-031,Arjun,Pillai,Arjun Pillai,arjunpillai@nineleaps.com,Male,2003-11-06,Intern,7,2023-02-05,2
NL-171,Yoshita,Mohanty,Yoshita Mohanty,yoshitamohanty@nineleaps.com,Male,1983-12-04,Full-Time,4,2015-01-24,2
NL-172,Lila,Sha,Lila Sha,lilasha@nineleaps.com,Female,1989-01-17,Full-Time,3,2018-03-10,2
NLI-032,Hritik,Patil,Hritik Patil,hritikpatil@nineleaps.com,Female,2002-12-15,Intern,12,2022-01-31,1
NL-173,Jagvi,Narain,Jagvi Narain,jagvinarain@nineleaps.com,Female,1987-05-11,Full-Time,1,2023-07-29,1
NL-174,Harita,Tata,Harita Tata,haritatata@nineleaps.com,Male,2003-02-13,Full-Time,5,2019-12-17,2
NLI-033,Umang,Balay,Umang Balay,umangbalay@nineleaps.com,Female,2001-08-03,Intern,9,2023-08-14,1
NL-175,Vedika,Seth,Vedika Seth,vedikaseth@nineleaps.com,Male,1978-01-20,Full-Time,3,2022-07-01,1
NL-176,Owen,Batta,Owen Batta,owenbatta@nineleaps.com,Female,1982-01-09,Full-Time,2,2018-02-25,2
NL-177,Arin,Sengupta,Arin Sengupta,arinsengupta@nineleaps.com,Male,1976-12-31,Full-Time,10,2023-11-28,1
NL-178,Gaurav,Parmer,Gaurav Parmer,gauravparmer@nineleaps.com,Male,1995-02-03,Full-Time,12,2014-01-18,1
