employee_id,first_name,last_name,full_name,mail_id,gender,dob,employment_type,department_id,join_date,location_id
NL-073,Ayush,Nadkarni,Ayush Nadkarni,ayushnadkarni@nineleaps.com,Male,1978-08-24,Full-Time,2,2019-04-06,2
NL-074,Devika,Mallick,Devika Mallick,devikamallick@nineleaps.com,Male,1994-11-08,Full-Time,2,2020-09-02,2
NL-075,Harshil,Bahl,Harshil Bahl,harshilbahl@nineleaps.com,Female,1996-11-04,Full-Time,6,2021-11-24,1
NL-076,Abeer,Dixit,Abeer Dixit,abeerdixit@nineleaps.com,Male,1997-01-07,Full-Time,12,2022-12-12,1
NL-077,Naksh,Basak,Naksh Basak,nakshbasak@nineleaps.com,Male,1990-05-24,Full-Time,5,2018-09-09,1
NLI-009,Samaksh,Bal,Samaksh Bal,samakshbal@nineleaps.com,Female,2000-12-07,Intern,8,2023-10-05,1
NL-078,Nitesh,Kibe,Nitesh Kibe,niteshkibe@nineleaps.com,Female,1995-01-02,Full-Time,11,2021-12-20,1
NL-079,Hema,Hegde,Hema Hegde,hemahegde@nineleaps.com,Female,1988-11-22,Full-Time,7,2018-06-04,1
NL-080,Jatin,Venkatesh,Jatin Venkatesh,jatinvenkatesh@nineleaps.com,Female,1986-02-19,Full-Time,12,2022-08-05,2
NLI-010,Ranbir,Mital,Ranbir Mital,ranbirmital@nineleaps.com,Male,2002-12-28,Intern,3,2017-04-06,1
NL-081,Warda,Loke,Warda Loke,wardaloke@nineleaps.com,Female,1984-07-13,Full-Time,9,2014-04-17,2
NL-082,Gaurangi,Nadig,Gaurangi Nadig,gauranginadig@nineleaps.com,Female,1986-08-30,Full-Time,8,2014-08-28,2
NL-083,Darpan,Apte,Darpan Apte,darpanapte@nineleaps.com,Male,1979-02-19,Full-Time,2,2017-07-29,1
NL-084,Oscar,Goda,Oscar Goda,oscargoda@nineleaps.com,Female,2001-04-24,Full-Time,4,2018-04-24,2
NL-085,Dhruv,Yadav,Dhruv Yadav,dhruvyadav@nineleaps.com,Female,1998-11-28,Full-Time,1,2014-08-03,1
NL-086,Vivaan,Varghese,Vivaan Varghese,vivaanvarghese@nineleaps.com,Male,1977-04-04,Full-Time,1,2014-06-30,2
NL-087,Onkar,Patel,Onkar Patel,onkarpatel@nineleaps.com,Female,1986-02-15,Full-Time,11,2021-01-03,1
NL-088,Rohan,Bhavsar,Rohan Bhavsar,rohanbhavsar@nineleaps.com,Female,1990-10-02,Full-Time,12,2016-04-15,1
NL-089,Jacob,Bedi,Jacob Bedi,jacobbedi@nineleaps.com,Male,1996-03-29,Full-Time,3,2015-08-22,1
NL-090,Warda,Madan,Warda Madan,wardamadan@nineleaps.com,Male,1978-08-29,Full-Time,2,2022-12-11,2
NL-091,Saumya,Padmanabhan,Saumya Padmanabhan,saumyapadmanabhan@nineleaps.com,Female,1985-07-07,Full-Time,5,2018-03-10,2
NL-092,Arunima,Goswami,Arunima Goswami,arunimagoswami@nineleaps.com,Male,1988-10-23,Full-Time,10,2022-07-31,1
NL-093,Laban,Chanda,Laban Chanda,labanchanda@nineleaps.com,Female,1983-04-06,Full-Time,12,2021-01-16,1
NL-094,Luke,Kata,Luke Kata,lukekata@nineleaps.com,Male,1997-06-21,Full-Time,7,2023-07-26,2
NL-095,Ayush,Sandal,Ayush Sandal,ayushsandal@nineleaps.com,Male,1975-08-11,Full-Time,8,2021-04-24,2
NL-096,Falguni,Sem,Falguni Sem,falgunisem@nineleaps.com,Male,2002-03-26,Full-Time,2,2024-01-06,1
NL-097,Aarnav,Arya,Aarnav Arya,aarnavarya@nineleaps.com,Female,1984-10-07,Full-Time,4,2020-06-14,1
NLI-011,Maanas,Deshpande,Maanas Deshpande,maanasdeshpande@nineleaps.com,Female,2003-06-12,Intern,10,2017-12-24,2
NL-098,Isaiah,Dua,Isaiah Dua,isaiahdua@nineleaps.com,Female,2002-04-22,Full-Time,3,2022-01-30,1
NL-099,Niharika,Sem,Niharika Sem,niharikasem@nineleaps.com,Female,2002-10-13,Full-Time,8,2023-11-14,1
NLI-012,Bhavini,Gulati,Bhavini Gulati,bhavinigulati@nineleaps.com,Male,2000-10-05,Intern,1,2019-05-07,1
NL-100,Lakshmi,Oommen,Lakshmi Oommen,lakshmioommen@nineleaps.com,Female,1989-11-04,Full-Time,3,2021-09-25,1
NL-101,Mekhala,Sheth,Mekhala Sheth,mekhalasheth@nineleaps.com,Female,1978-01-02,Full-Time,4,2017-08-17,2
NL-102,Eesha,Malhotra,Eesha Malhotra,eeshamalhotra@nineleaps.com,Male,1991-10-17,Full-Time,9,2018-10-11,2
NL-103,Ojas,Saini,Ojas Saini,ojassaini@nineleaps.com,Female,1991-05-08,Full-Time,8,2019-09-18,2
NL-104,Janya,Grewal,Janya Grewal,janyagrewal@nineleaps.com,Male,1976-12-12,Full-Time,7,2023-05-19,1
NL-105,Nirja,Raghavan,Nirja Raghavan,nirjaraghavan@nineleaps.com,Male,1979-01-01,Full-Time,9,2020-03-26,1
NL-106,Suhani,Sandal,Suhani Sandal,suhanisandal@nineleaps.com,Male,1993-02-23,Full-Time,8,2015-06-05,2
NL-107,Udarsh,Bakshi,Udarsh Bakshi,udarshbakshi@nineleaps.com,Female,1986-09-02,Full-Time,9,2015-12-26,1
NL-108,Madhav,Lal,Madhav Lal,madhavlal@nineleaps.com,Male,1978-02-19,Full-Time,3,2020-01-13,1
NL-109,Ishita,Ram,Ishita Ram,ishitaram@nineleaps.com,Female,1982-07-13,Full-Time,10,2018-09-12,2
NL-110,Urmi,Dhillon,Urmi Dhillon,urmidhillon@nineleaps.com,Female,1997-09-01,Full-Time,11,2015-06-11,1
NL-111,Shivansh,Mutti,Shivansh Mutti,shivanshmutti@nineleaps.com,Female,1998-03-03,Full-Time,12,2023-01-02,2
NL-112,Nachiket,Natarajan,Nachiket Natarajan,nachiketnatarajan@nineleaps.com,Male,1983-02-20,Full-Time,3,2024-05-30,2
NL-113,Noah,Bhatt,Noah Bhatt,noahbhatt@nineleaps.com,Female,1985-04-25,Full-Time,11,2019-07-06,2
NL-114,Kala,Rai,Kala Rai,kalarai@nineleaps.com,Female,2003-01-29,Full-Time,1,2014-12-07,2
NL-115,Indira,Sachar,Indira Sachar,indirasachar@nineleaps.com,Male,2001-11-16,Full-Time,11,2023-01-09,2
NLI-013,Udant,Uppal,Udant Uppal,udantuppal@nineleaps.com,Female,2002-12-27,Intern,10,2019-03-27,2
NL-116,Noah,Naik,Noah Naik,noahnaik@nineleaps.com,Male,1990-07-01,Full-Time,6,2023-10-02,2
NL-117,Chandresh,Palan,Chandresh Palan,chandreshpalan@nineleaps.com,Male,1982-07-10,Full-Time,5,2016-12-30,1
NL-118,Samuel,Basak,Samuel Basak,samuelbasak@nineleaps.com,Female,1993-08-27,Full-Time,11,2018-04-30,1
NL-119,Mason,Dixit,Mason Dixit,masondixit@nineleaps.com,Male,1989-02-04,Full-Time,11,2022-11-30,2
NL-120,Vasana,Chakrabarti,Vasana Chakrabarti,vasanachakrabarti@nineleaps.com,Male,1992-06-25,Full-Time,3,2019-05-29,2
NL-121,Ekta,Shere,Ekta Shere,ektashere@nineleaps.com,Female,1987-10-18,Full-Time,2,2015-03-24,1
NL-122,Kashvi,Das,Kashvi Das,kashvidas@nineleaps.com,Male,1975-09-10,Full-Time,1,2015-10-14,2
NL-123,Harshil,Apte,Harshil Apte,harshilapte@nineleaps.com,Male,1983-02-07,Full-Time,11,2014-09-01,2
NL-124,Banjeet,Murty,Banjeet Murty,banjeetmurty@nineleaps.com,Female,1987-01-08,Full-Time,6,2019-09-30,1
NL-125,Meera,Tiwari,Meera Tiwari,meeratiwari@nineleaps.com,Male,1982-09-10,Full-Time,5,2015-01-10,1
NL-126,Alka,Vora,Alka Vora,alkavora@nineleaps.com,Male,1995-08-02,Full-Time,11,2014-10-16,1
NLI-014,Kala,Sathe,Kala Sathe,kalasathe@nineleaps.com,Female,2000-12-31,Intern,7,2015-11-11,2
NL-127,Sanya,Keer,Sanya Keer,sanyakeer@nineleaps.com,Male,1981-01-24,Full-Time,4,2023-11-26,1
NLI-015,Hitesh,Gaba,Hitesh Gaba,hiteshgaba@nineleaps.com,Female,2003-01-28,Intern,4,2015-02-05,1
NL-128,Wazir,Cheema,Wazir Cheema,wazircheema@nineleaps.com,Male,2001-12-13,Full-Time,5,2016-02-23,1
NL-129,Nathan,Agrawal,Nathan Agrawal,nathanagrawal@nineleaps.com,Male,1982-03-14,Full-Time,11,2015-06-07,1
NLI-016,Meera,Shere,Meera Shere,meerashere@nineleaps.com,Female,2000-04-23,Intern,2,2021-04-08,2
NL-130,Aryan,Memon,Aryan Memon,aryanmemon@nineleaps.com,Female,1982-05-12,Full-Time,3,2024-08-01,1
NL-131,Charan,Dutt,Charan Dutt,charandutt@nineleaps.com,Male,2000-10-01,Full-Time,8,2016-07-31,2
NL-132,Ridhi,Choudhary,Ridhi Choudhary,ridhichoudhary@nineleaps.com,Female,1993-05-15,Full-Time,11,2014-04-22,2
NL-133,Naveen,De,Naveen De,naveende@nineleaps.com,Female,1981-03-03,Full-Time,4,2014-05-12,2
NL-134,Samarth,Raja,Samarth Raja,samarthraja@nineleaps.com,Female,2001-12-08,Full-Time,10,2016-09-27,2
NL-135,Hemani,Gole,Hemani Gole,hemanigole@nineleaps.com,Male,2003-08-26,Full-Time,10,2018-05-09,1
NL-136,Jagdish,Goswami,Jagdish Goswami,jagdishgoswami@nineleaps.com,Female,1997-06-07,Full-Time,1,2023-08-02,1
NL-137,Wyatt,Raghavan,Wyatt Raghavan,wyattraghavan@nineleaps.com,Female,1994-12-14,Full-Time,3,2024-08-30,1
NLI-017,Nitara,Malhotra,Nitara Malhotra,nitaramalhotra@nineleaps.com,Female,2003-05-22,Intern,2,2022-08-03,1
NL-138,Advaith,Srinivasan,Advaith Srinivasan,advaithsrinivasan@nineleaps.com,Male,1990-11-06,Full-Time,5,2014-03-08,2
NL-139,Wridesh,Bail,Wridesh Bail,wrideshbail@nineleaps.com,Female,1987-07-22,Full-Time,5,2021-04-26,2
NL-140,Luke,Chaudry,Luke Chaudry,lukechaudry@nineleaps.com,Female,2001-08-14,Full-Time,2,2018-02-11,2
NL-141,Robert,Sule,Robert Sule,robertsule@nineleaps.com,Female,1977-03-12,Full-Time,12,2021-02-24,2
NL-142,Rishi,Seshadri,Rishi Seshadri,rishiseshadri@nineleaps.com,Male,1976-02-15,Full-Time,2,2024-01-05,1
NLI-018,Chasmum,Sidhu,Chasmum Sidhu,chasmumsidhu@nineleaps.com,Female,2001-07-06,Intern,2,2016-08-04,1
NL-143,Fitan,Kanda,Fitan Kanda,fitankanda@nineleaps.com,Female,1976-12-01,Full-Time,4,2016-03-19,2
NL-144,Anay,Vasa,Anay Vasa,anayvasa@nineleaps.com,Female,2000-05-18,Full-Time,6,2020-04-22,2
NL-145,Dayamai,Mahal,Dayamai Mahal,dayamaimahal@nineleaps.com,Male,1985-01-24,Full-Time,9,2021-05-25,1
NL-146,Hemangini,Chada,Hemangini Chada,hemanginichada@nineleaps.com,Male,1994-10-30,Full-Time,5,2016-12-03,1
NL-147,Michael,Saini,Michael Saini,michaelsaini@nineleaps.com,Male,1991-10-15,Full-Time,12,2023-12-31,2
NL-148,Rishi,Acharya,Rishi Acharya,rishiacharya@nineleaps.com,Male,1988-02-09,Full-Time,9,2022-01-12,1
NL-149,Harini,Muni,Harini Muni,harinimuni@nineleaps.com,Male,1988-11-19,Full-Time,2,2017-02-16,1
NL-150,Anika,Chadha,Anika Chadha,anikachadha@nineleaps.com,Male,1996-06-03,Full-Time,10,2022-01-16,1
NL-151,Ekani,Thakkar,Ekani Thakkar,ekanithakkar@nineleaps.com,Male,1982-09-12,Full-Time,8,2023-08-27,2
NL-152,Sathvik,Raman,Sathvik Raman,sathvikraman@nineleaps.com,Female,1991-06-02,Full-Time,2,2020-09-13,2
NLI-019,Zilmil,Ramachandran,Zilmil Ramachandran,zilmilramachandran@nineleaps.com,Female,2002-12-04,Intern,7,2022-03-09,2
NL-153,Ekiya,Banerjee,Ekiya Banerjee,ekiyabanerjee@nineleaps.com,Female,1982-01-15,Full-Time,6,2016-11-25,2
NL-154,Balveer,Lad,Balveer Lad,balveerlad@nineleaps.com,Male,1975-02-14,Full-Time,11,2016-06-03,2
NL-155,Unni,Sarkar,Unni Sarkar,unnisarkar@nineleaps.com,Female,1990-12-25,Full-Time,12,2017-11-19,1
NL-156,Rehaan,Naidu,Rehaan Naidu,rehaannaidu@nineleaps.com,Female,1994-10-06,Full-Time,12,2021-09-08,2
NL-157,Chaitaly,Doctor,Chaitaly Doctor,chaitalydoctor@nineleaps.com,Male,1994-01-05,Full-Time,3,2016-07-13,1
NL-158,Raagini,Bhattacharyya,Raagini Bhattacharyya,raaginibhattacharyya@nineleaps.com,Female,1976-01-23,Full-Time,1,2018-10-03,2
NLI-020,Harita,Koshy,Harita Koshy,haritakoshy@nineleaps.com,Female,2001-11-05,Intern,11,2021-03-15,2
NL-159,Aryan,Sachar,Aryan Sachar,aryansachar@nineleaps.com,Male,1996-12-30,Full-Time,10,2015-03-12,1
NL-160,Frederick,Karpe,Frederick Karpe,frederickkarpe@nineleaps.com,Female,1994-03-27,Full-Time,6,2020-03-19,2
NL-161,Zayyan,Dugar,Zayyan Dugar,zayyandugar@nineleaps.com,Female,1993-10-29,Full-Time,7,2024-12-13,1
NL-162,Tanveer,Kar,Tanveer Kar,tanveerkar@nineleaps.com,Male,1994-11-05,Full-Time,9,2021-12-31,1
NL-163,Girik,Pillai,Girik Pillai,girikpillai@nineleaps.com,Male,1990-10-31,Full-Time,11,2017-08-23,1
NL-164,Sathvik,Grewal,Sathvik Grewal,sathvikgrewal@nineleaps.com,Female,1977-06-26,Full-Time,8,2023-10-16,1
NLI-021,Girindra,Nagarajan,Girindra Nagarajan,girindranagarajan@nineleaps.com,Female,2001-08-15,Intern,12,2016-04-29,1
NL-165,Shivansh,Gokhale,Shivansh Gokhale,shivanshgokhale@nineleaps.com,Female,1995-06-17,Full-Time,8,2021-07-08,1
NL-166,Shaurya,Sabharwal,Shaurya Sabharwal,shauryasabharwal@nineleaps.com,Female,1999-04-25,Full-Time,7,2024-03-20,2
NL-167,Abha,Pau,Abha Pau,abhapau@nineleaps.com,Female,2002-06-21,Full-Time,1,2016-06-10,1
NL-168,Deepa,Sankaran,Deepa Sankaran,deepasankaran@nineleaps.com,Female,1980-08-16,Full-Time,1,2021-03-14,2
NL-169,Guneet,Sathe,Guneet Sathe,guneetsathe@nineleaps.com,Male,2001-07-01,Full-Time,12,2024-10-03,1
NL-170,Darika,Dhawan,Darika Dhawan,darikadhawan@nineleaps.com,Female,1991-05-16,Full-Time,4,2015-05-30,1
NL-171,Yauvani,Hora,Yauvani Hora,yauvanihora@nineleaps.com,Female,1997-10-02,Full-Time,6,2022-11-15,1
NLI-022,Xiti,Swamy,Xiti Swamy,xitiswamy@nineleaps.com,Male,2001-01-18,Intern,11,2016-02-20,2
NL-172,Umang,Sunder,Umang Sunder,umangsunder@nineleaps.com,Female,1993-12-16,Full-Time,7,2016-08-30,2
NL-173,Yashica,Parmer,Yashica Parmer,yashicaparmer@nineleaps.com,Female,1985-06-15,Full-Time,8,2015-11-16,2
NL-174,Upkaar,Gopal,Upkaar Gopal,upkaargopal@nineleaps.com,Male,1978-11-17,Full-Time,8,2015-11-05,1
NL-175,Tara,Shetty,Tara Shetty,tarashetty@nineleaps.com,Female,1983-01-12,Full-Time,10,2020-11-20,1
NL-176,Amrita,Dani,Amrita Dani,amritadani@nineleaps.com,Male,1989-08-25,Full-Time,8,2016-03-10,2
NL-177,Tanveer,Sunder,Tanveer Sunder,tanveersunder@nineleaps.com,Male,1995-04-14,Full-Time,3,2018-07-22,2
NL-178,Forum,Mane,Forum Mane,forummane@nineleaps.com,Male,1993-02-21,Full-Time,3,2020-11-05,2
NL-179,Pahal,Ratta,Pahal Ratta,pahalratta@nineleaps.com,Male,1979-02-14,Full-Time,6,2015-09-11,2
NL-180,Siddharth,Mane,Siddharth Mane,siddharthmane@nineleaps.com,Female,1992-02-18,Full-Time,2,2015-02-03,1
NL-181,Yagnesh,Raja,Yagnesh Raja,yagneshraja@nineleaps.com,Female,1989-11-12,Full-Time,12,2021-09-12,2
NLI-023,Lekha,Pant,Lekha Pant,lekhapant@nineleaps.com,Female,2004-07-24,Intern,5,2020-06-07,1
NL-182,Nathan,Shetty,Nathan Shetty,nathanshetty@nineleaps.com,Female,1996-11-13,Full-Time,7,2014-06-08,1
NL-183,Advika,Bumb,Advika Bumb,advikabumb@nineleaps.com,Female,1998-09-23,Full-Time,8,2019-06-26,1
NL-184,Siddharth,Naik,Siddharth Naik,siddharthnaik@nineleaps.com,Female,1992-10-04,Full-Time,5,2023-01-08,1
NL-185,Jagrati,Sekhon,Jagrati Sekhon,jagratisekhon@nineleaps.com,Female,1984-01-09,Full-Time,4,2019-03-31,2
NLI-024,Raksha,Narang,Raksha Narang,rakshanarang@nineleaps.com,Female,2003-02-10,Intern,9,2018-07-17,1
NL-186,Yatin,Sura,Yatin Sura,yatinsura@nineleaps.com,Male,1999-04-19,Full-Time,7,2018-09-18,1
